model_no,socket,RAM_slots,storage_slots,has_wifi
71842,LGA1200,2,,false
71843,LGA1700,2,,false
71844,LGA775,4,,false
71845,LGA1200,2,,false
71846,LGA1366,6,,false
71847,LGA1155,2,,false
71848,LGA2011,8,,false
71849,LGA1150,4,,false
71850,LGA1150,4,,false
71851,LGA1150,4,,false
71852,LGA1150,2,,true
71853,AM1,2,,false
71854,LGA1151,4,,false
71855,AM3+,4,,false
71856,LGA1151,2,,false
71857,LGA1151,2,,false
71858,LGA1151,4,,false
71859,LGA1151,2,,false
71860,AM4,4,,false
71861,LGA1151,2,,false
71862,LGA2066,8,,false
71863,LGA1151,2,,false
71864,LGA1151,2,,false
71865,LGA1151,4,,true
71866,LGA1200,4,,false
71867,LGA1200,2,,false
71868,LGA1200,4,,false
71869,LGA1700,4,,false
71870,LGA1700,4,,false
71871,LGA1700,2,,false
71872,AM5,2,,false
71873,LGA1200,4,,false
71874,LGA1200,2,,false
71875,LGA1200,4,,false
71876,AM4,2,,false
71877,AM4,4,,false
71878,LGA1156,4,,false
71879,LGA775,2,,false
71880,LGA1155,4,,false
71881,LGA1155,4,,false
71882,LGA1155,4,,false
71883,LGA1150,4,,false
71884,LGA1150,4,,false
71885,LGA2011-3,8,,false
71886,LGA1151,4,,false
71887,LGA1151,4,,false
71888,LGA1151,4,,false
71889,LGA1151,2,,false
71890,AM4,4,,false
71891,AM4,4,,false
71892,LGA1150,2,,false
71893,LGA1200,4,,false
71894,LGA1200,2,,false
71895,LGA1200,4,,false
71896,LGA1700,4,,false
71897,LGA1200,4,,true
71898,Integrated Atom D525,2,,false
71899,LGA1151,4,,false
71900,LGA1700,4,,false
71901,LGA1155,4,,false
71902,LGA2011,4,,false
71903,LGA1155,4,,false
71904,LGA1155,4,,false
71905,LGA1150,4,,false
71906,LGA2011-3,8,,false
71907,LGA1151,4,,false
71908,LGA1151,2,,false
71909,LGA1151,2,,false
71910,LGA1151,4,,false
71911,LGA1151,4,,false
71912,sTR4,8,,false
71913,LGA1151,2,,false
71914,LGA1151,4,,false
71915,LGA1151,2,,false
71916,LGA1151,2,,false
71917,AM4,2,,false
71918,LGA1151,4,,false
71919,AM4,4,,false
71920,LGA1200,4,,false
71921,LGA1200,4,,false
71922,LGA1200,4,,false
71923,LGA1200,2,,true
71924,LGA1200,4,,false
71925,LGA1200,2,,false
71926,AM4,4,,true
71927,LGA1151,2,,false
71928,LGA1700,2,,false
71929,LGA1700,2,,false
71930,LGA1700,4,,false
71931,LGA1151,4,,false
71932,LGA2066,8,,false
71933,AM4,4,,false
71934,LGA1200,4,,false
71935,LGA1151,2,,false
71936,AM3+,2,,false
71937,AM3+,2,,false
71938,LGA1155,4,,false
71939,LGA1155,4,,false
71940,LGA1150,4,,false
71941,LGA1150,2,,false
71942,LGA1150,4,,false
71943,LGA2011-3,8,,false
71944,AM3+,4,,false
71945,AM3+,4,,false
71946,LGA2011-3,8,,false
71947,LGA1151,4,,false
71948,LGA1151,4,,false
71949,LGA1151,2,,false
71950,LGA1151,4,,false
71951,LGA1151,2,,false
71952,LGA1151,4,,false
71953,AM4,2,,false
71954,AM4,2,,false
71955,AM4,2,,false
71956,AM4,2,,false
71957,LGA1151,2,,false
71958,LGA1151,4,,false
71959,AM4,2,,false
71960,LGA1200,4,,false
71961,LGA1200,4,,false
71962,LGA2066,8,,false
71963,LGA1700,4,,false
71964,LGA1700,4,,false
71965,LGA1200,4,,true
71966,LGA1366,6,,false
71967,AM3/AM2+/AM2,2,,false
71968,LGA2011,8,,false
71969,LGA2011,8,,false
71970,LGA1150,4,,false
71971,AM3+,4,,false
71972,FM2+,4,,false
71973,LGA1150,4,,false
71974,LGA2011-3,8,,false
71975,LGA1150,4,,false
71976,LGA1150,4,,false
71977,LGA1151,2,,true
71978,LGA1151,4,,false
71979,LGA2011-3 Narrow,4,,false
71980,LGA1151,4,,false
71981,LGA1151,2,,false
71982,AM4,4,,false
71983,AM4,4,,false
71984,AM4,2,,false
71985,LGA1151,4,,false
71986,LGA1151,4,,false
71987,AM4,2,,false
71988,LGA1155,4,,false
71989,LGA1151,4,,false
71990,LGA1151,2,,false
71991,LGA1200,4,,false
71992,LGA1200,2,,false
71993,LGA1200,4,,false
71994,LGA1700,4,,false
71995,LGA1700,4,,false
71996,LGA1151,4,,false
71997,LGA1151,4,,false
71998,LGA1200,4,,false
71999,LGA1200,4,,false
72000,LGA1700,4,,false
72001,LGA775,2,,false
72002,LGA1366,6,,false
72003,LGA1366,6,,false
72004,LGA775,2,,false
72005,LGA1155,2,,false
72006,LGA2011,4,,false
72007,AM3+,4,,false
72008,LGA1155,4,,false
72009,LGA775,4,,false
72010,LGA1150,4,,false
72011,LGA1150,2,,false
72012,FM2+,2,,false
72013,LGA1150,4,,false
72014,LGA1151,4,,false
72015,AM3+,4,,false
72016,LGA1151,4,,false
72017,FM2+,2,,false
72018,LGA2011-3 Narrow,4,,false
72019,LGA1151,4,,false
72020,LGA1151,4,,false
72021,LGA1151,4,,false
72022,LGA1151,4,,false
72023,LGA1151,4,,false
72024,LGA1151,2,,true
72025,LGA1151,2,,false
72026,LGA1151,4,,false
72027,LGA1151,2,,false
72028,AM4,2,,false
72029,LGA1200,2,,false
72030,LGA1200,4,,false
72031,LGA1200,4,,false
72032,AM4,2,,false
72033,LGA1700,4,,false
72034,LGA1150,4,,false
72035,LGA1200,4,,false
72036,AM4,4,,false
72037,AM5,2,,false
72038,LGA1156,4,,false
72039,LGA775,4,,false
72040,LGA1366,4,,false
72041,LGA1155,2,,false
72042,LGA2011,4,,false
72043,LGA1155,4,,false
72044,2 x LGA2011,12,,false
72045,LGA1155,2,,false
72046,LGA1155,2,,false
72047,LGA1155,4,,false
72048,LGA1155,2,,false
72049,LGA1150,4,,false
72050,LGA1150,2,,false
72051,LGA1150,2,,false
72052,LGA1150,4,,false
72053,LGA1150,4,,false
72054,LGA1150,4,,false
72055,FM2+,2,,false
72056,LGA2011-3,8,,false
72057,LGA1150,4,,false
72058,LGA2011-3,4,,false
72059,LGA1151,2,,true
72060,LGA1151,2,,false
72061,LGA2011-3,8,,false
72062,LGA1151,4,,false
72063,LGA1151,4,,false
72064,LGA1151,4,,false
72065,LGA1151,4,,false
72066,sTR4,8,,false
72067,sTR4,8,,false
72068,sTR4,8,,false
72069,LGA1151,4,,false
72070,LGA1151,4,,false
72071,LGA1151,2,,false
72072,LGA1151,2,,false
72073,LGA1151,2,,false
72074,LGA2066,8,,false
72075,LGA1200,2,,false
72076,LGA1700,2,,false
72077,LGA1700,2,,false
72078,LGA1700,4,,false
72079,LGA1700,2,,true
72080,LGA1200,4,,false
72081,LGA1150,4,,false
72082,AM4,4,,false
72083,LGA2011-3,8,,false
72084,LGA1155,2,,false
72085,LGA1156,4,,false
72086,LGA775,4,,false
72087,LGA1155,4,,false
72088,LGA1155,2,,false
72089,LGA1155,4,,false
72090,LGA2011,8,,false
72091,LGA1155,2,,false
72092,LGA1150,4,,false
72093,LGA1150,4,,false
72094,LGA1150,2,,true
72095,LGA1150,4,,false
72096,LGA2011-3,8,,false
72097,LGA1151,4,,false
72098,LGA1151,4,,false
72099,LGA1151,4,,false
72100,LGA1151,4,,false
72101,LGA1151,2,,false
72102,LGA1151,4,,false
72103,LGA1151,2,,false
72104,LGA1200,4,,false
72105,LGA1200,2,,false
72106,LGA1200,2,,false
72107,LGA1200,2,,false
72108,LGA1200,2,,false
72109,LGA1700,4,,false
72110,LGA1700,4,,false
72111,AM5,2,,false
72112,FM2+,4,,false
72113,AM4,4,,false
72114,LGA1150,2,,false
72115,LGA2066,8,,false
72116,LGA2066,8,,false
72117,LGA1200,4,,false
72118,LGA775,4,,false
72119,LGA775,4,,false
72120,LGA1366,6,,false
72121,LGA1155,2,,false
72122,AM3+,4,,false
72123,LGA1155,4,,false
72124,LGA1155,2,,false
72125,LGA1155,2,,false
72126,LGA2011,8,,false
72127,LGA2011,8,,false
72128,LGA1155,2,,false
72129,2 x LGA2011,8,,false
72130,LGA1150,4,,false
72131,AM3+,4,,false
72132,LGA1150,4,,false
72133,LGA1150,4,,false
72134,LGA2011-3,8,,false
72135,LGA2011-3,8,,false
72136,LGA1151,4,,false
72137,LGA1151,2,,false
72138,LGA1151,4,,false
72139,LGA1151,4,,false
72140,AM3+,4,,false
72141,LGA1151,2,,false
72142,LGA1151,4,,false
72143,LGA1151,4,,false
72144,AM4,4,,false
72145,LGA2066,4,,false
72146,AM4,4,,false
72147,LGA1151,4,,false
72148,AM4,2,,false
72149,LGA1200,4,,false
72150,LGA1200,4,,false
72151,LGA1700,2,,false
72152,LGA1200,2,,false
72153,AM4,4,,false
72154,LGA1200,4,,false
72155,LGA1700,4,,false
72156,LGA1151,2,,false
72157,LGA1700,2,,false
72158,LGA1700,4,,false
72159,Integrated C-Series C-70,2,,false
72160,LGA1151,2,,false
72161,LGA1700,2,,false
72162,LGA1700,4,,false
72163,AM3,2,,false
72164,LGA1155,2,,false
72165,LGA1155,4,,false
72166,AM3+,4,,false
72167,LGA1155,4,,false
72168,LGA1155,4,,false
72169,LGA1155,4,,false
72170,LGA1155,2,,true
72171,AM3+,4,,false
72172,LGA1150,4,,false
72173,LGA1150,4,,false
72174,LGA1150,2,,false
72175,AM3+,4,,false
72176,LGA1150,4,,false
72177,LGA1150,4,,false
72178,LGA1150,4,,false
72179,LGA1150,4,,false
72180,LGA2011-3,4,,false
72181,LGA1151,4,,false
72182,LGA1151,4,,false
72183,LGA1151,2,,false
72184,LGA1151,2,,false
72185,LGA1151,4,,false
72186,LGA1151,2,,false
72187,AM4,2,,false
72188,AM3+/AM3,4,,false
72189,LGA1151,4,,false
72190,LGA1151,4,,false
72191,LGA1151,2,,false
72192,LGA1151,2,,true
72193,LGA1151,2,,false
72194,sTR4,8,,false
72195,LGA1151,4,,false
72196,LGA1151,4,,false
72197,LGA1200,4,,false
72198,LGA1200,2,,false
72199,LGA1200,2,,false
72200,LGA1700,4,,false
72201,LGA1151,4,,false
72202,Integrated Atom C2358,4,,false
72203,AM4,4,,false
72204,LGA1200,2,,false
72205,AM3/AM2+/AM2,4,,false
72206,LGA1155,4,,false
72207,LGA775,2,,false
72208,LGA1155,4,,false
72209,AM3+,4,,false
72210,LGA1155,4,,false
72211,LGA1155,4,,false
72212,LGA1155,4,,false
72213,LGA1155,4,,false
72214,LGA1150,4,,false
72215,LGA1150,4,,false
72216,LGA1150,4,,false
72217,LGA1150,4,,false
72218,LGA1155,4,,false
72219,LGA1150,4,,false
72220,LGA1150,4,,false
72221,LGA1150,4,,false
72222,LGA1150,4,,false
72223,LGA2011-3,8,,false
72224,FM2+,2,,false
72225,FM2+,2,,false
72226,LGA2011-3,8,,false
72227,LGA1151,4,,false
72228,LGA1151,4,,false
72229,LGA1151,4,,false
72230,LGA1151,4,,false
72231,LGA1151,4,,false
72232,Integrated Xeon D-1521,4,,false
72233,LGA1151,2,,false
72234,LGA1151,4,,false
72235,LGA1151,2,,false
72236,LGA1151,4,,false
72237,LGA2066,8,,false
72238,LGA1151,4,,false
72239,AM4,2,,false
72240,AM4,2,,false
72241,LGA1200,2,,false
72242,LGA1200,4,,false
72243,AM5,2,,false
72244,LGA1700,4,,true
72245,LGA1151,4,,false
72246,LGA1200,4,,false
72247,AM4,2,,false
72248,LGA1200,4,,false
72249,LGA1151,4,,false
72250,LGA1366,6,,false
72251,LGA775,2,,false
72252,LGA1155,4,,false
72253,LGA1155,4,,false
72254,LGA2011,8,,false
72255,LGA1155,4,,false
72256,LGA1155,2,,false
72257,LGA1155,4,,false
72258,LGA1150,4,,false
72259,LGA1150,2,,false
72260,LGA1150,2,,false
72261,LGA1150,4,,false
72262,LGA1151,4,,false
72263,LGA1151,2,,false
72264,LGA1151,2,,true
72265,LGA1151,4,,false
72266,LGA2011-3,8,,false
72267,2 x LGA2011,8,,false
72268,LGA1151,2,,false
72269,AM4,4,,false
72270,LGA2066,8,,false
72271,LGA1151,2,,false
72272,LGA1151,4,,false
72273,LGA1151,2,,false
72274,AM4,4,,false
72275,LGA1151,2,,false
72276,AM4,4,,true
72277,LGA1151,4,,false
72278,LGA1200,4,,false
72279,LGA1700,4,,false
72280,LGA1200,2,,false
72281,LGA1700,4,,false
72282,AM5,4,,false
72283,AM5,2,,false
72284,LGA1200,2,,false
72285,LGA1700,2,,false
72286,LGA1151,4,,false
72287,AM4,4,,false
72288,LGA1200,4,,false
72289,LGA1200,4,,false
72290,AM3,4,,false
72291,LGA775,2,,false
72292,LGA1366,6,,false
72293,LGA1156,4,,false
72294,LGA775,2,,false
72295,FM1,2,,false
72296,LGA1155,2,,false
72297,FM1,4,,false
72298,LGA1150,2,,false
72299,LGA1150,4,,false
72300,LGA1150,4,,false
72301,FM2+,4,,false
72302,LGA2011-3,8,,false
72303,2 x LGA2011-3 Narrow,16,,false
72304,LGA1150,4,,false
72305,LGA1151,2,,false
72306,2 x LGA2011-3,8,,false
72307,LGA1151,4,,false
72308,LGA1151,4,,false
72309,LGA1151,4,,false
72310,AM3+/AM3,4,,false
72311,LGA1151,2,,false
72312,LGA1151,4,,false
72313,LGA1151,2,,false
72314,LGA1151,4,,false
72315,AM4,4,,false
72316,LGA2066,8,,false
72317,LGA1151,2,,true
72318,LGA1151,2,,false
72319,LGA1151,4,,false
72320,LGA1155,2,,false
72321,LGA2066,8,,false
72322,LGA1200,4,,false
72323,LGA1200,2,,false
72324,LGA1200,4,,false
72325,LGA1700,4,,false
72326,LGA1700,4,,false
72327,LGA1200,2,,false
72328,LGA1700,4,,false
72329,LGA1200,4,,false
72330,LGA1700,4,,true
72331,LGA1151,4,,false
72332,LGA1151,4,,false
72333,LGA1151,2,,false
72334,LGA1151,4,,false
72335,LGA2011,8,,false
72336,LGA1200,4,,false
72337,AM3,4,,false
72338,LGA775,2,,false
72339,LGA1366,6,,false
72340,AM3,4,,false
72341,LGA1155,4,,false
72342,LGA1366,6,,false
72343,LGA1155,2,,false
72344,LGA1155,4,,false
72345,LGA1155,4,,false
72346,LGA1155,2,,false
72347,LGA2011,8,,false
72348,LGA2011,8,,false
72349,LGA1150,4,,false
72350,LGA1150,4,,false
72351,LGA1150,4,,false
72352,LGA1155,2,,false
72353,FM2+,4,,false
72354,LGA1150,4,,false
72355,LGA1150,4,,false
72356,LGA2011-3,4,,false
72357,LGA2011-3,4,,false
72358,FM2+,2,,false
72359,AM2,4,,false
72360,LGA1151,4,,false
72361,LGA1151,2,,false
72362,LGA2011-3 Narrow,4,,false
72363,Integrated Xeon D-1537,4,,false
72364,LGA1151,4,,false
72365,LGA2011-3,8,,false
72366,LGA1150,4,,false
72367,LGA1151,4,,false
72368,AM4,4,,false
72369,AM4,4,,false
72370,LGA1151,4,,false
72371,LGA1151,2,,false
72372,LGA2066,4,,false
72373,LGA1151,2,,false
72374,LGA2066,8,,false
72375,LGA1200,2,,false
72376,LGA1200,4,,false
72377,LGA1700,4,,false
72378,LGA1700,2,,false
72379,AM5,2,,false
72380,LGA1151,2,,false
72381,LGA1151,4,,false
72382,LGA1200,2,,false
72383,LGA1700,4,,false
72384,LGA1156,4,,false
72385,LGA1366,6,,false
72386,AM3/AM2+/AM2,2,,false
72387,LGA1366,6,,false
72388,LGA1155,4,,false
72389,LGA1155,4,,false
72390,LGA2011,4,,false
72391,LGA1155,4,,false
72392,LGA1155,4,,false
72393,AM3+,2,,false
72394,LGA2011,8,,false
72395,LGA1155,2,,false
72396,LGA1155,4,,false
72397,LGA1150,4,,false
72398,LGA1155,2,,false
72399,LGA1150,2,,false
72400,LGA1150,2,,false
72401,FM2+,4,,false
72402,LGA1150,4,,false
72403,LGA1150,4,,false
72404,FM2+,2,,false
72405,AM3+/AM3,4,,false
72406,LGA1151,4,,false
72407,LGA1151,4,,false
72408,LGA1151,2,,false
72409,LGA1151,4,,false
72410,LGA1151,2,,false
72411,LGA1151,4,,false
72412,LGA1151,2,,false
72413,LGA2011-3,8,,false
72414,LGA1151,4,,false
72415,LGA1151,4,,false
72416,LGA1151,2,,false
72417,AM4,2,,false
72418,LGA1151,4,,false
72419,LGA1151,4,,false
72420,LGA1151,2,,false
72421,LGA1200,4,,false
72422,LGA1151,4,,false
72423,LGA1200,2,,true
72424,LGA1200,4,,false
72425,LGA1200,2,,false
72426,LGA1700,4,,false
72427,AM4,4,,false
72428,LGA1700,2,,false
72429,AM5,4,,false
72430,AM4,4,,false
72431,LGA1156,4,,false
72432,AM3,4,,false
72433,AM3,4,,false
72434,LGA775,2,,false
72435,LGA775,4,,false
72436,LGA1155,4,,false
72437,LGA1155,2,,false
72438,LGA1155,4,,false
72439,LGA775,2,,false
72440,LGA2011,4,,false
72441,LGA2011,8,,false
72442,LGA2011,4,,false
72443,LGA1155,4,,false
72444,LGA1155,2,,false
72445,LGA1155,2,,false
72446,LGA1155,4,,false
72447,LGA1155,2,,false
72448,AM3+,4,,false
72449,LGA1150,4,,false
72450,LGA1150,4,,false
72451,LGA1150,4,,false
72452,LGA1150,4,,false
72453,LGA1150,4,,false
72454,LGA1150,2,,false
72455,LGA1150,2,,false
72456,LGA1150,2,,false
72457,LGA1150,4,,false
72458,LGA1150,4,,false
72459,LGA1150,2,,false
72460,LGA1150,2,,false
72461,LGA2011-3,4,,false
72462,LGA2011-3,8,,false
72463,FM2+,2,,false
72464,FM2+,2,,false
72465,FM2+,2,,false
72466,LGA775,2,,false
72467,FM2+,2,,false
72468,FM2+,2,,false
72469,LGA1151,4,,false
72470,LGA1151,2,,false
72471,AM3+,4,,false
72472,AM3+/AM3,4,,false
72473,LGA1151,2,,false
72474,LGA1151,2,,false
72475,LGA1151,4,,false
72476,LGA1151,4,,false
72477,LGA1151,4,,false
72478,LGA1151,4,,false
72479,LGA2066,8,,false
72480,AM4,2,,false
72481,LGA1151,4,,false
72482,AM3+,2,,false
72483,LGA1151,4,,false
72484,AM4,4,,false
72485,LGA1200,4,,false
72486,LGA1200,4,,false
72487,AM4,4,,false
72488,LGA1200,4,,false
72489,LGA1200,4,,true
72490,LGA1700,4,,false
72491,LGA1200,4,,true
72492,AM5,4,,false
72493,LGA1700,2,,false
72494,LGA1700,4,,false
72495,LGA1700,4,,false
72496,LGA1155,4,,false
72497,LGA1156,4,,false
72498,LGA1156,4,,false
72499,LGA775,2,,false
72500,AM3+,2,,false
72501,AM3+,4,,false
72502,LGA1155,4,,false
72503,AM3+,4,,false
72504,LGA2011,8,,false
72505,LGA1155,4,,false
72506,FM2,2,,false
72507,LGA1155,2,,false
72508,LGA1155,4,,false
72509,LGA1150,4,,false
72510,LGA1150,4,,false
72511,LGA1150,4,,false
72512,LGA1155,2,,false
72513,LGA1150,2,,false
72514,LGA1150,2,,false
72515,LGA1150,4,,false
72516,LGA1150,4,,false
72517,LGA1150,2,,false
72518,LGA1150,4,,false
72519,LGA1150,4,,false
72520,LGA2011-3,8,,false
72521,LGA1151,4,,false
72522,LGA1151,4,,false
72523,LGA1151,4,,false
72524,LGA1151,2,,false
72525,LGA1151,2,,false
72526,LGA1151,2,,false
72527,LGA1151,4,,false
72528,LGA1151,2,,false
72529,LGA1151,2,,false
72530,LGA1151,4,,false
72531,LGA1151,4,,false
72532,LGA1151,4,,false
72533,LGA1151,4,,false
72534,LGA1151,4,,false
72535,LGA1151,4,,false
72536,LGA1151,4,,false
72537,LGA1151,2,,false
72538,AM4,4,,false
72539,LGA2066,8,,false
72540,LGA1151,4,,false
72541,AM4,2,,false
72542,LGA1151,2,,false
72543,LGA1151,4,,false
72544,LGA1151,2,,false
72545,LGA1151,2,,false
72546,LGA2066,8,,false
72547,LGA1151,4,,false
72548,LGA1151,4,,false
72549,AM4,4,,true
72550,AM4,4,,false
72551,LGA1200,2,,false
72552,LGA1200,4,,false
72553,LGA1200,2,,false
72554,LGA1200,4,,true
72555,LGA1200,4,,false
72556,LGA1200,4,,false
72557,LGA1200,4,,false
72558,LGA1700,2,,false
72559,LGA1700,2,,false
72560,LGA1700,2,,false
72561,LGA1700,4,,false
72562,LGA1700,2,,false
72563,LGA1700,2,,false
72564,LGA1700,1,,false
72565,AM4,2,,false
72566,LGA1700,4,,false
72567,Integrated Atom C2750,4,,false
72568,LGA1700,4,,false
72569,LGA1151,4,,false
72570,AM2+/AM2,2,,false
72571,LGA1156,4,,false
72572,LGA1156,4,,false
72573,LGA775,4,,false
72574,AM3/AM2+/AM2,2,,false
72575,LGA775,4,,false
72576,LGA775,4,,false
72577,AM2+/AM2,2,,false
72578,LGA775,4,,false
72579,LGA775,2,,false
72580,LGA1156,2,,false
72581,LGA1366,6,,false
72582,LGA1156,2,,false
72583,LGA1155,4,,false
72584,LGA1155,2,,false
72585,LGA1155,2,,false
72586,LGA1155,4,,false
72587,LGA1155,4,,false
72588,AM3+,2,,false
72589,AM3+,4,,false
72590,LGA1155,4,,false
72591,LGA1155,2,,false
72592,LGA1155,2,,false
72593,LGA2011,4,,false
72594,LGA2011,8,,false
72595,LGA775,4,,false
72596,LGA1155,4,,false
72597,LGA1155,4,,false
72598,LGA1155,4,,false
72599,LGA1155,4,,false
72600,LGA1155,2,,false
72601,LGA1155,4,,false
72602,LGA1155,4,,false
72603,LGA1155,2,,false
72604,AM3+,4,,false
72605,LGA1155,4,,false
72606,LGA1155,2,,false
72607,LGA1150,4,,false
72608,LGA1150,4,,false
72609,LGA1150,4,,false
72610,LGA1150,4,,false
72611,LGA1150,2,,true
72612,AM3+,2,,false
72613,FM2+,2,,false
72614,LGA1150,4,,false
72615,LGA1150,2,,true
72616,FM2+,2,,false
72617,FM2+,2,,false
72618,LGA1150,4,,false
72619,LGA1150,4,,false
72620,LGA2011-3,8,,true
72621,FM2+,2,,false
72622,LGA1150,4,,false
72623,LGA2011-3,8,,false
72624,2 x LGA2011-3 Narrow,16,,false
72625,FM2+,2,,false
72626,LGA2011-3,8,,false
72627,LGA1150,4,,false
72628,LGA1150,2,,false
72629,LGA1150,4,,false
72630,LGA1151,4,,false
72631,LGA1151,4,,false
72632,LGA1151,2,,false
72633,LGA1151,4,,false
72634,LGA1151,4,,false
72635,FM2+,2,,false
72636,LGA1151,4,,false
72637,LGA1151,2,,false
72638,LGA1151,2,,true
72639,LGA1151,4,,false
72640,AM4,4,,false
72641,LGA1151,2,,false
72642,LGA2066,8,,false
72643,LGA1151,4,,false
72644,LGA2066,4,,false
72645,LGA1151,2,,false
72646,AM4,4,,false
72647,LGA1151,2,,false
72648,LGA1200,2,,false
72649,LGA1200,4,,false
72650,LGA1200,2,,false
72651,AM4,2,,false
72652,LGA1700,2,,false
72653,LGA1700,4,,false
72654,LGA1700,4,,false
72655,LGA1700,2,,false
72656,LGA1700,4,,false
72657,LGA1700,2,,false
72658,AM4,2,,false
72659,LGA1700,2,,true
72660,AM5,4,,false
72661,LGA1700,2,,false
72662,LGA1700,4,,false
72663,LGA1700,2,,false
72664,LGA1700,2,,false
72665,LGA1151,4,,false
72666,LGA2066,4,,false
72667,LGA1200,4,,false
72668,LGA1700,4,,false
72669,LGA1200,2,,false
72670,LGA1156,4,,false
72671,LGA775,4,,false
72672,LGA775,2,,false
72673,LGA1366,12,,false
72674,LGA1366,6,,false
72675,LGA775,2,,false
72676,LGA1155,4,,false
72677,LGA1155,4,,false
72678,AM3+,4,,false
72679,LGA1155,4,,false
72680,LGA1155,2,,false
72681,LGA1155,4,,false
72682,LGA1155,2,,true
72683,AM3+,4,,false
72684,LGA1150,4,,false
72685,LGA1150,4,,false
72686,LGA1155,2,,false
72687,LGA1150,2,,false
72688,FM2+,2,,false
72689,FM2+,2,,false
72690,FM2+,2,,false
72691,LGA1150,2,,false
72692,LGA1150,4,,false
72693,FM2+,4,,false
72694,AM1,2,,false
72695,AM1,2,,false
72696,LGA1150,4,,false
72697,LGA1150,1,,false
72698,LGA1150,4,,false
72699,LGA1150,4,,true
72700,LGA1150,4,,false
72701,LGA1150,4,,false
72702,LGA1150,2,,false
72703,LGA1150,4,,false
72704,LGA1150,2,,true
72705,FM2+,4,,false
72706,LGA1150,4,,false
72707,LGA1366,6,,false
72708,LGA2011-3,8,,false
72709,LGA1150,2,,false
72710,LGA1150,4,,false
72711,LGA1151,4,,false
72712,LGA1151,4,,false
72713,LGA1151,4,,false
72714,LGA1151,4,,false
72715,AM3+,2,,false
72716,LGA1151,4,,false
72717,LGA1151,4,,false
72718,FM2+,4,,false
72719,LGA1151,2,,false
72720,LGA1151,4,,false
72721,LGA1151,4,,false
72722,LGA1151,4,,false
72723,LGA1151,4,,false
